ccode,year,defense_form,atopally_form,majpow1,cap_1,atopally,defense,offense,neutral,nonagg,consul,asymm,defense_dem,defense_nodem,USdefense,USSRdefense,atopally_dem,atopally_nodem,USatopally,USSRatopally,offense_dem,offense_nodem,USoffense,USSRoffense,neutral_dem,neutral_nodem,USneutral,USSRneutral,nonagg_dem,nonagg_nodem,USnonagg,USSRnonagg,consul_dem,consul_nodem,USconsul,USSRconsul,defense_MP,defense_demMP,defense_nodemMP,defense_MinP,defense_demMinP,defense_nodemMinP,dem_defense_form,nodem_defense_form,dem_atopally_form,nodem_atopally_form,pure_consul,pure_consul_dem,pure_consul_nodem,nato,bilateral,defense_dembi,defense_nodembi,multilateral,defense_demmulti,defense_nodemmulti,rivalry,defense_capsum,defense_capsum_dem,defense_capsum_nodem,defense_milsum,defense_milsum_dem,defense_milsum_nodem,atopally_capsum,atopally_milsum,rivalcap,rivalmil,defense_MILEX_dem,defense_MILEX_nodem,defense_MILEXnoUS_dem,defense_MILEXnoNATO_dem,defense_dem_cnt,defense_nodem_cnt,gwno,atwar,civilwar,lnrivalmil,LMILEX,PN6,LNRGDP,LMILEX1,LNFOES,LNFRIENDS,DEMOC,CWPRBCOW,coldwar,def_form,milcoor,dem_neighbor,nondem_neighbor,polity_neighbor_weight,polity_neighbor,lnrivalcap,arableauge,warsaw,_defense2,dem_NONNATO,nondem_NONNATO,predemalliance,prenondemalliance,lnUSmil,lnUSSRmil,natomil,NATOmil,lnNATOmil,LNdefense_capsum_nodem,LNdefense_capsum_dem,LNdefense_MILEX_dem,LNdefense_MILEX_nodem,LNdefense_MILEXnoUS_dem,LNdefense_MILEXnoNATO_dem,defense_dem1,defense_nodem1,defense_capsum1,MILGDP,LMILGDP,threatenv
2,1959,,1,1,.228965,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,3,.2653089993136746,.1431389977078652,.1221700016058094,94427195.17871094,62730063.49414063,31697131.68457031,.3057969992978542,97923761.39648438,.2898810056503862,176480.55078125,70868.76276016235,39450.97281694412,70868.76276016235,4615.719860076904,14,27,2,0,0,12.080972,12.12499,.7912802,14.66685,12.11815,12.35344,11.23614,10,.0012685,1,1,3,1,3,-.2856515504348159,1.3333334,.25454998,0,0,1,1,1,0,0,,0,184423.5,275370.16,12.525875,.11526431,.13377799,11.168599,10.582839,11.168599,8.4374399,1,1,.26588899,.078719847,-2.5418599,.2881680056452751
2,1960,,,1,.215444,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,.2662699998281823,.160520001554687,.1057499982734953,99089783.12646484,67153355.76269531,31936427.36376953,.3089579988763944,102510618.0717773,.2928940048441291,184892.0008544922,76161.81977081299,39109.21054124832,76161.81977081299,5428.779251098633,16,25,2,0,0,12.127533,12.08945,.8678336,14.69096,12.12499,12.39832,11.28515,10,.0009981,1,1,3,1,3,-.7775826847603257,0,.25688311,0,0,1,1,1,0,0,,0,177984.19,272517.81,12.515463,.10052384,.14886819,11.240628,10.574139,11.240628,8.5996542,1,1,.26530901,.074161507,-2.60151,.2910620048642159
2,1961,,,1,.210655,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,.2664439971949832,.1510249983621179,.1154189988328653,103814507.6679688,69281669.55371094,34532838.11425781,.3117889974046193,107509400.3447266,.2824469967745245,210839.0198974609,77839.20417022705,42258.10539388657,77839.20417022705,4715.564498901367,15,26,2,0,1,12.258855,12.12294,.851338,14.71036,12.08945,12.54474,11.33187,10,.0010138,1,1,3,1,3,-.7673334089428777,-1,.24876997,0,0,1,1,1,0,1,,0,184045.81,282252.38,12.55056,.10923012,.14065285,11.262413,10.651575,11.262413,8.4588356,1,1,.26627001,.075213842,-2.58742,.2787029966711998
2,1962,,1,1,.209911,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,.2633009992960069,.1490549974041642,.1142460018918428,115806007.5463867,78568898.3125,37237109.23388672,.6638630058469062,445320539.347168,.2835980069357902,235829.5871582031,87147.52151489258,45075.29567527771,87147.52151489258,5476.196701049805,16,25,2,0,1,12.370869,12.1933,.8342993,14.77275,12.12294,12.66432,11.47307,10,.0009972,1,0,3,1,3,-.390420706383774,-1,.24966708,0,0,1,1,1,0,1,,0,197461.72,306006.19,12.631364,.10817795,.13893986,11.375369,10.716112,11.375369,8.6083488,1,1,.266444,.075815693,-2.5794499,0
2,1963,1,1,1,.207966,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,3,.2701149973609063,.1477129978884477,.1224019994724586,120921725.8405762,83294393.57714844,37627332.26342773,.6723299924442472,442599496.9597168,.2803749942686409,230094.3226318359,91642.58404541016,45632.8780207634,91642.58404541016,5452.625762939453,15,26,2,0,1,12.346249,12.18534,.8396724,14.81889,12.1933,12.65275,11.51637,10,.0008261,1,1,3,1,3,-.6792227491163368,-1,.247153,0,0,1,1,1,0,0,,0,195896.16,309533.28,12.642824,.11547103,.13777126,11.425662,10.728406,11.425662,8.6040363,1,1,.26330099,.071823038,-2.6335499,.001992000034079
2,1964,,,1,.20298301,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,.273132001751037,.1486230008740677,.1245090008769694,127125325.0151367,86222130.66894531,40903194.34619141,.6749850046644497,457501685.5366211,.2796850018203259,235835.9498291016,94883.49508666992,49424.49873590469,94883.49508666992,5998.912857055664,15,26,2,0,0,12.370896,12.15538,.8615493,14.87817,12.18534,12.68635,11.57636,10,.0007474,1,1,3,1,3,-.6846818381296389,-1,.24661395,0,0,1,1,1,0,0,,0,190114.16,307654.66,12.636737,.1173465,.13856384,11.460416,10.808222,11.460416,8.6995001,1,1,.27011499,.065691218,-2.72279,.0021609999239445
2,1965,,,1,.20153899,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,.2728459976751765,.1487059966602828,.1241400010148936,130397929.7602539,88071307.83203125,42326621.92822266,.3203839978850738,136075355.1450195,.2755379932932556,232735.0106201172,97225.11502075195,51221.0254547596,97225.11502075195,7151.006805419922,15,26,2,1,0,12.35766,12.15267,.8521085000000001,14.94543,12.15538,12.66458,11.65349,10,.0006236,1,1,3,1,3,-.7325494419557503,-1,.24336804,0,0,1,1,1,1,1,,0,189599.64,309037.66,12.641222,.1170183,.13863608,11.484795,10.843925,11.484795,8.8751478,1,1,.273132,.061251923,-2.7927601,.2755379932932556
2,1966,,,1,.20866901,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,.264750999496755,.1432539988745702,.1214970006221847,133823687.9450684,89584720.79199219,44238967.15307617,.3142300000581599,140076007.5407715,.278056004550308,241034.4450683594,98381.5537109375,53236.01116061211,98381.5537109375,7591.728233337402,15,26,2,1,0,12.392699,12.35386,.8648782,15.0044,12.15267,12.6892,11.71048,10,.0004885,1,1,3,1,3,-.7506609884670347,-1,.24534018,0,0,1,1,1,1,1,,0,231853.27,352730.13,12.773461,.1146644,.13387859,11.496619,10.882509,11.496619,8.9349461,1,1,.27284598,.070613071,-2.6505401,.278056004550308
2,1967,1,1,1,.20854799,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,.2642439979808842,.141875999426702,.1223679985541821,140423951.2145996,92780784.078125,47643167.13647461,.3187339975756913,147442455.7585449,.2743210017215461,247238.4509277344,101359.6352157593,56767.39673852921,101359.6352157593,8387.532615661621,16,27,2,1,0,12.418113,12.4195,.8698999,15.02234,12.35386,12.73151,11.71854,10,.0003979,1,1,3,1,3,-.9799166193869195,-1,.24241349,0,0,1,1,1,1,0,,0,247582.72,372431.59,12.827811,.11544074,.13267252,11.52644,10.946735,11.52644,9.0346212,1,1,.26475099,.074062943,-2.6028399,.2743210017215461
2,1968,,,1,.203926,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,.2630829979134433,.1470269995043054,.1160559984091378,131037196.7565918,85479151.87890625,45558044.87768555,.3187839980564604,138912624.6745606,.2764979989733547,275219.9530029297,96238.48418807983,54573.08233094215,96238.48418807983,9927.912204742432,17,26,2,0,0,12.52533,12.44705,.8584141,15.07408,12.4195,12.8513,11.69458,10,.0003836,1,1,3,1,3,-.9911217533945897,-1,.24412039,0,0,1,1,1,1,0,,0,254498.44,372317.72,12.827505,.10980104,.13717338,11.474595,10.907314,11.474595,9.2032061,1,1,.26424399,.072292857,-2.6270299,.2764979989733547
2,1969,1,1,1,.197547,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,3,.2617689984508616,.1698119972425047,.0919570012083568,129002343.815918,109202057.9697266,19800285.84619141,.3208499975480663,137716034.6040039,.2781720031052828,286719.5430908203,120365.1875572205,29355.25012552738,120365.1875572205,9738.810565948486,19,25,2,0,0,12.566263,12.41487,.8485838,15.1083,12.44705,12.91689,11.64961,10,.0003183,1,1,3,1,3,-1.14475869825122,-1,.24543093,0,0,1,1,1,0,0,,0,246439.06,362083.72,12.799633,.087971501,.15684305,11.698294,10.287261,11.698294,9.1839771,1,1,.26308301,.067648508,-2.6934299,.2781720031052828
2,1970,,,1,.17984401,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,.2617269992879301,.1665589997428469,.0951679995450831,132452658.3520508,112173625.9785156,20279032.37353516,.3216819999761356,142264888.1713867,.2869099986273795,308024.7838134766,123263.3168563843,30042.84512114525,123263.3168563843,9885.855110168457,19,25,2,0,0,12.637938,12.33105,.8317922,15.10734,12.41487,13.01098,11.61688,10,.0002895,1,0,3,1,3,-1.168400777948034,-1,.252244,0,0,1,1,1,0,0,,0,226624.56,345365.97,12.752363,.090907775,.1540584,11.722086,10.310413,11.722086,9.1989613,1,1,.261769,.062269099,-2.7762899,.2869099986273795
2,1971,,,1,.168882,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,3,.2493469986329728,.1560529997514095,.0932939988815633,140858914.1906738,118524210.1328125,22334704.05786133,.3200779980215884,155214851.0598145,.28926299395971,303194.4935302734,128023.7666969299,32908.83908760548,128023.7666969299,9803.360958099365,17,26,2,0,1,12.622133,12.25727,.7777116,15.14355,12.33105,13.0107,11.81588,10,.0002969,1,1,3,1,3,-1.568189890024112,-1,.25407073,0,0,1,1,1,0,0,,0,210506.13,337624,12.729692,.089195155,.14501162,11.759979,10.401527,11.759979,9.1905823,1,1,.26172701,.055783343,-2.8862801,.28926299395971
2,1972,,,1,.163286,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,3,.2499380012923211,.1567920009983936,.0931460002939275,157517591.7871094,135375551.5673828,22142040.21972656,.3214100004297507,174751543.4482422,.286493007093668,309702.1964111328,143414.1542167664,32815.35543441773,143414.1542167664,9829.630748748779,17,26,2,0,1,12.64337,12.25468,.7760281,15.19979,12.25727,13.04654,11.93827,10,.00026,1,1,3,1,3,-1.907122472133153,-1,.25191993,0,0,1,1,1,0,0,,0,209961.61,353297.25,12.775068,.089059778,.14565066,11.873499,10.398683,11.873499,9.1932583,1,1,.249347,.052596275,-2.9451101,.286493007093668
2,1973,,,1,.157198,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,.2424350002129359,.1653179992281366,.0771170009847992,177954828.3034668,157196436.9287109,20758391.37475586,.3283709998086124,201290413.4421387,.2835029964335263,317008.9403076172,164218.4370117188,30448.05021989346,164218.4370117188,11390.98785400391,18,24,2,0,0,12.666688,12.21579,.7753391,15.25653,12.25468,13.10614,12.0787,10,.000205,1,1,3,1,4,-1.803821483506434,-1,.24959305,0,0,1,1,1,0,1,,0,201952.94,361472.38,12.797944,.074288025,.15299401,12.008959,10.32381,12.008959,9.3406658,1,1,.249938,.047799505,-3.04074,.2838239964330569
2,1974,,,1,.15132099,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,.2441190004064993,.1664409998775227,.0776780005289766,188866153.9182129,163584703.2841797,25281450.6340332,.3304740012426919,223852587.7824707,.287123997695744,323809.0361328125,170168.4835090637,35996.40795230866,170168.4835090637,13054.41101455689,18,24,2,0,0,12.687912,12.21707,.7577813,15.24809,12.21579,13.1388,12.19328,10,.0001542,1,1,3,1,4,-1.711982671056395,-1,.25241026,0,0,1,1,1,0,1,,0,202211.61,368143.28,12.81623,.074808724,.15395723,12.04455,10.491202,12.04455,9.4769583,1,1,.24243499,.048266381,-3.0310199,.2873939976852853
2,1975,1,1,1,.14250199,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,3,.2382220013914775,.1627850003278581,.0754370010636194,203096339.8596191,181949988.3886719,21146351.47094727,.3251019994586386,244034390.1184082,.2957649962045252,336630.9516601563,188104.3980178833,30648.31458449364,188104.3980178833,13157.59900665283,19,24,2,0,0,12.726746,12.1855,.7210398,15.24299,12.21707,13.13103,12.42357,10,.0001875,1,0,3,1,4,-1.601979556266222,-1,.25910124,0,0,1,1,1,0,1,,0,195927.5,374092.28,12.83226,.072727092,.15081799,12.144757,10.330365,12.144757,9.4848309,1,1,.244119,.04700553,-3.0574901,.1198770004557446
2,1976,1,,1,.140885,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,3,.2504780006365763,.1641180002770852,.0863600003594911,203945624.7265625,177708847.1503906,26236777.57617188,.3262540019004518,242031341.8808594,.2965249947737902,344175.0703125,186516.3014945984,36638.76267838478,186516.3014945984,13039.42586898804,20,24,2,0,0,12.748909,12.14209,.6885242,15.30027,12.1855,13.17325,12.42447,10,.0002249,1,1,3,1,4,-1.679224613515115,-1,.2596876,0,0,1,1,1,0,1,,0,187604.25,361070.34,12.796831,.082832657,.15196373,12.136279,10.508889,12.136279,9.4758091,1,1,.238222,.042503025,-3.15818,.119099998861202
2,1977,1,1,1,.140172,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,3,.2503979985813203,.1617109986691503,.08868699991217,217108652.7834473,186520332.4511719,30588320.33227539,.3247939997127105,255146458.3479004,.2950359943788499,349523.4580078125,195139.7892761231,42100.46098637581,195139.7892761231,12851.73429870606,20,25,2,0,0,12.764329,12.18067,.6934595,15.34868,12.14209,13.20121,12.48281,10,.0001631,1,1,3,1,4,-1.718863654538382,0,.25853848,0,0,1,1,1,0,1,,0,194983.45,377260.63,12.840694,.084972382,.14989392,12.181477,10.647838,12.181477,9.4613123,1,1,.250478,.042087268,-3.16801,.1202120009402279
2,1978,,,1,.138162,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,.2471549990405038,.1728000002622139,.0743549987782899,243548880.0668945,215600811.8984375,27948068.16845703,.3196919990987226,287630233.3208008,.1751219951547682,281680.1611328125,222213.433670044,37863.99273741245,222213.433670044,20605.38540649414,21,23,2,0,0,12.548532,12.1908,.6967916,15.40373,12.18067,13.21143,12.61683,10,.0001275,1,1,3,1,4,-1.225602921233739,0,.16137196,0,0,1,1,1,0,1,,0,196968.67,398565.75,12.89563,.071720481,.15939406,12.311399,10.541782,12.311399,9.9333563,1,1,.25039801,.040238541,-3.21293,.1227099991810974
2,1979,1,1,1,.135674,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,.2524549971612942,.1766399973421358,.0758149998191584,273843882.2910156,238432335.1523438,35411547.13867188,.3254529969026407,312075688.8144531,.1716599983628839,285901.2927246094,241758.892829895,45424.65309751034,241758.892829895,23420.2324295044,22,24,2,0,0,12.563405,12.21733,.697367,15.43291,12.1908,13.22798,12.50934,10,.0000967,1,1,3,1,4,-.6963717141396018,0,.15842155,0,0,1,1,1,0,1,,0,202264.19,420591.78,12.94942,.073078513,.16266292,12.3957,10.723832,12.3957,10.061399,1,1,.247155,.040132049,-3.21558,.121564998786198
